	Group:B	Group:M
Group:B	7.504406735e-01	2.495593265e-01
Group:B	1.156762788e+00	-1.567627880e-01
Group:B	1.077004771e+00	-7.700477097e-02
Group:M	3.361049990e-01	6.638950010e-01
Group:B	8.141473485e-01	1.858526515e-01
Group:B	6.267735001e-01	3.732264999e-01
Group:B	1.012830479e+00	-1.283047875e-02
Group:B	8.224625190e-01	1.775374810e-01
Group:B	8.804461442e-01	1.195538558e-01
Group:B	9.336740986e-01	6.632590137e-02
Group:B	9.919968187e-01	8.003181330e-03
Group:B	5.822775582e-01	4.177224418e-01
Group:B	8.592703551e-01	1.407296449e-01
Group:M	3.581726614e-01	6.418273386e-01
Group:B	7.584975928e-01	2.415024072e-01
Group:B	9.952474277e-01	4.752572320e-03
Group:B	1.067940793e+00	-6.794079269e-02
Group:B	7.735062219e-01	2.264937781e-01
Group:M	1.749530496e-01	8.250469504e-01
Group:M	-1.441082423e-01	1.144108242e+00
Group:B	8.018457171e-01	1.981542829e-01
Group:M	-2.593684902e-01	1.259368490e+00
Group:B	8.503420224e-01	1.496579776e-01
Group:B	1.169512480e+00	-1.695124801e-01
Group:M	3.938136247e-01	6.061863753e-01
Group:M	1.883380065e-01	8.116619935e-01
Group:B	8.284124344e-01	1.715875656e-01
Group:B	8.432804217e-01	1.567195783e-01
Group:M	5.095083714e-01	4.904916286e-01
Group:M	3.959929681e-01	6.040070319e-01
Group:B	1.039097441e+00	-3.909744060e-02
Group:B	1.225665509e+00	-2.256655088e-01
Group:B	1.346502251e+00	-3.465022511e-01
Group:B	9.998899402e-01	1.100597709e-04
Group:M	2.429548568e-01	7.570451432e-01
Group:B	1.092575474e+00	-9.257547388e-02
Group:B	1.094330668e+00	-9.433066809e-02
Group:M	-5.519345850e-01	1.551934585e+00
Group:M	-2.930436569e-01	1.293043657e+00
Group:M	2.828847621e-01	7.171152379e-01
Group:B	1.125380916e+00	-1.253809161e-01
Group:M	5.702923141e-01	4.297076859e-01
Group:B	9.237459813e-01	7.625401873e-02
Group:M	3.357978748e-01	6.642021252e-01
Group:B	8.243971101e-01	1.756028899e-01
Group:B	8.706306895e-01	1.293693105e-01
Group:B	1.055787862e+00	-5.578786177e-02
Group:M	3.480924683e-01	6.519075317e-01
Group:B	9.778531052e-01	2.214689483e-02
Group:B	1.527860350e+00	-5.278603504e-01
Group:M	3.138236465e-01	6.861763535e-01
Group:M	4.603724743e-01	5.396275257e-01
Group:B	8.722310352e-01	1.277689648e-01
Group:M	1.866388611e-01	8.133611389e-01
Group:M	6.744771352e-01	3.255228648e-01
Group:M	9.967138507e-02	9.003286149e-01
Group:M	1.879296724e-01	8.120703276e-01
Group:B	6.847586122e-01	3.152413878e-01
Group:M	2.118288072e-01	7.881711928e-01
Group:M	-4.232778530e-01	1.423277853e+00
Group:M	-8.790652342e-02	1.087906523e+00
Group:B	7.013748356e-01	2.986251644e-01
Group:M	4.729970612e-01	5.270029388e-01
Group:B	9.826859799e-01	1.731402006e-02
Group:M	4.515545452e-01	5.484454548e-01
Group:B	6.301129300e-01	3.698870700e-01
Group:B	7.598282402e-01	2.401717598e-01
Group:M	-3.586737987e-02	1.035867380e+00
Group:B	9.522159003e-01	4.778409972e-02
Group:M	4.109824432e-02	9.589017557e-01
Group:M	2.133879101e-01	7.866120899e-01
Group:M	3.105296177e-02	9.689470382e-01
Group:M	4.973839415e-01	5.026160585e-01
Group:B	6.891231417e-01	3.108768583e-01
Group:B	1.173085574e+00	-1.730855737e-01
Group:M	5.155309170e-03	9.948446908e-01
Group:M	-1.032700786e-01	1.103270079e+00
Group:B	9.610844198e-01	3.891558016e-02
Group:B	8.339050633e-01	1.660949367e-01
Group:B	1.008736583e+00	-8.736582667e-03
Group:M	2.373054396e-01	7.626945604e-01
Group:B	7.559311251e-01	2.440688749e-01
Group:B	6.470703310e-01	3.529296690e-01
Group:B	1.132566430e+00	-1.325664304e-01
Group:B	7.206276672e-01	2.793723328e-01
Group:B	6.618892309e-01	3.381107691e-01
Group:M	3.117072324e-01	6.882927676e-01
Group:M	8.704106371e-02	9.129589363e-01
Group:B	1.056870322e+00	-5.687032226e-02
Group:B	9.042196316e-01	9.578036841e-02
Group:M	8.218265311e-02	9.178173469e-01
Group:B	8.901590871e-01	1.098409129e-01
Group:B	7.589172069e-01	2.410827931e-01
Group:M	-4.133712105e-01	1.413371211e+00
Group:M	1.931720015e-01	8.068279985e-01
Group:B	7.322355525e-01	2.677644475e-01
Group:M	-6.595267383e-03	1.006595267e+00
Group:B	8.005290570e-01	1.994709430e-01
Group:B	1.076903888e+00	-7.690388776e-02
Group:B	7.874662442e-01	2.125337558e-01
Group:B	8.966093642e-01	1.033906358e-01
Group:M	1.196813953e-01	8.803186047e-01
Group:B	6.671958645e-01	3.328041355e-01
Group:B	8.904502604e-01	1.095497396e-01
Group:B	7.245374985e-01	2.754625015e-01
Group:B	7.551352546e-01	2.448647454e-01
Group:B	8.896084883e-01	1.103915117e-01
Group:M	-2.060406916e-02	1.020604069e+00
Group:B	9.454954378e-01	5.450456216e-02
Group:M	-1.876663190e-01	1.187666319e+00
Group:M	2.432754428e-01	7.567245572e-01
Group:M	-2.877410216e-02	1.028774102e+00
Group:M	5.675349211e-01	4.324650789e-01
Group:M	1.049959657e-03	9.989500403e-01
Group:M	2.122936996e-01	7.877063004e-01
Group:M	6.974651909e-02	9.302534809e-01
Group:M	-8.377458891e-02	1.083774589e+00
Group:M	-6.581083309e-02	1.065810833e+00
Group:M	5.419378657e-01	4.580621343e-01
Group:M	3.529845995e-01	6.470154005e-01
Group:M	6.894602788e-01	3.105397212e-01
Group:M	1.306677760e-01	8.693322240e-01
Group:M	-2.245399801e-01	1.224539980e+00
Group:B	9.590087477e-01	4.099125231e-02
Group:B	9.070573564e-01	9.294264356e-02
Group:B	8.522728052e-01	1.477271948e-01
Group:B	9.759225324e-01	2.407746762e-02
Group:B	1.062789753e+00	-6.278975308e-02
Group:B	9.754535598e-01	2.454644023e-02
Group:M	1.367588683e-02	9.863241132e-01
Group:B	8.959740760e-01	1.040259240e-01
Group:M	3.497621038e-01	6.502378962e-01
Group:B	6.956462190e-01	3.043537810e-01
Group:B	1.109013933e+00	-1.090139331e-01
Group:M	3.283514104e-01	6.716485896e-01
Group:B	9.568616830e-01	4.313831704e-02
Group:B	8.264907607e-01	1.735092393e-01
Group:M	-1.755414933e-01	1.175541493e+00
Group:B	8.302780593e-01	1.697219407e-01
Group:M	-4.023069117e-02	1.040230691e+00
Group:M	4.456593898e-01	5.543406102e-01
Group:B	9.752795365e-01	2.472046349e-02
Group:B	1.111686060e+00	-1.116860603e-01
Group:B	8.744147947e-01	1.255852053e-01
Group:B	1.100464863e+00	-1.004648632e-01
Group:B	7.863875255e-01	2.136124745e-01
Group:B	8.856167872e-01	1.143832128e-01
Group:B	9.735074436e-01	2.649255638e-02
Group:B	5.437473791e-01	4.562526209e-01
Group:B	6.547972815e-01	3.452027185e-01
Group:B	7.662890661e-01	2.337109339e-01
Group:B	1.045227081e+00	-4.522708073e-02
Group:B	9.837825922e-01	1.621740778e-02
Group:B	1.303580710e+00	-3.035807105e-01
Group:M	9.736527945e-01	2.634720546e-02
Group:B	8.768947672e-01	1.231052328e-01
Group:B	1.069987305e+00	-6.998730536e-02
Group:M	-2.110432395e-02	1.021104324e+00
Group:B	9.444020175e-01	5.559798247e-02
Group:M	9.661613218e-02	9.033838678e-01
Group:B	1.018319149e+00	-1.831914917e-02
Group:B	1.094785041e+00	-9.478504110e-02
Group:B	9.407643360e-01	5.923566401e-02
Group:B	1.077861640e+00	-7.786164015e-02
Group:B	1.275855324e+00	-2.758553245e-01
Group:B	1.156773595e+00	-1.567735949e-01
Group:B	1.107324539e+00	-1.073245394e-01
Group:B	8.923232150e-01	1.076767850e-01
Group:B	8.855051890e-01	1.144948110e-01
Group:B	9.538520149e-01	4.614798509e-02
Group:B	1.147309561e+00	-1.473095607e-01
Group:B	1.056882510e+00	-5.688250987e-02
Group:B	1.158067976e+00	-1.580679756e-01
Group:B	1.194337381e+00	-1.943373812e-01
Group:M	2.319685328e-01	7.680314672e-01
Group:B	1.044114436e+00	-4.411443609e-02
Group:B	1.090183348e+00	-9.018334817e-02
Group:B	9.572100752e-01	4.278992477e-02
Group:M	2.710146116e-01	7.289853884e-01
Group:B	8.438715978e-01	1.561284022e-01
Group:M	-4.695055154e-01	1.469505515e+00
Group:B	9.904037529e-01	9.596247081e-03
Group:B	9.273979955e-01	7.260200451e-02
Group:B	9.288199540e-01	7.118004602e-02
Group:B	1.165850219e+00	-1.658502191e-01
Group:M	2.683540414e-01	7.316459586e-01
Group:M	5.089645452e-01	4.910354548e-01
Group:M	3.340265616e-01	6.659734384e-01
Group:B	7.528223197e-01	2.471776803e-01
Group:B	8.577751945e-01	1.422248055e-01
Group:B	1.125769540e+00	-1.257695397e-01
Group:B	9.208862378e-01	7.911376223e-02
Group:M	1.448931340e-01	8.551068660e-01
Group:B	1.157662500e+00	-1.576624999e-01
Group:M	-8.048518089e-02	1.080485181e+00
Group:B	9.616902226e-01	3.830977745e-02
Group:M	-3.125835396e-01	1.312583540e+00
Group:B	6.630417280e-01	3.369582720e-01
Group:B	1.063813266e+00	-6.381326560e-02
Group:B	8.578249605e-01	1.421750395e-01
Group:M	-1.341520049e-01	1.134152005e+00
Group:B	8.625395393e-01	1.374604607e-01
Group:B	1.018254361e+00	-1.825436100e-02
Group:B	8.823980856e-01	1.176019144e-01
Group:B	6.395781075e-01	3.604218925e-01
Group:B	8.494454010e-01	1.505545990e-01
Group:B	1.098762500e+00	-9.876249953e-02
Group:B	1.020184331e+00	-2.018433060e-02
Group:M	1.849835123e-01	8.150164877e-01
Group:M	-5.603635275e-01	1.560363528e+00
Group:M	1.878265259e-01	8.121734741e-01
Group:B	1.180748307e+00	-1.807483070e-01
Group:B	8.766140957e-01	1.233859043e-01
Group:B	6.809603157e-01	3.190396843e-01
Group:B	9.184540265e-01	8.154597354e-02
Group:B	1.155009333e+00	-1.550093328e-01
Group:B	1.069797779e+00	-6.979777924e-02
Group:B	1.097879590e+00	-9.787959007e-02
Group:B	8.963565219e-01	1.036434781e-01
Group:B	8.802392586e-01	1.197607414e-01
Group:B	6.041463550e-01	3.958536450e-01
Group:B	9.047455521e-01	9.525444792e-02
Group:M	1.427251742e-01	8.572748258e-01
Group:M	-1.473813054e-01	1.147381305e+00
Group:B	7.616296793e-01	2.383703207e-01
Group:M	-9.907878395e-03	1.009907878e+00
Group:M	-1.115550487e-01	1.111555049e+00
Group:M	-5.152640656e-02	1.051526407e+00
Group:B	8.790858826e-01	1.209141174e-01
Group:M	2.271315073e-01	7.728684927e-01
Group:M	-9.995401186e-03	1.009995401e+00
Group:B	8.594722439e-01	1.405277561e-01
Group:B	6.884477901e-01	3.115522099e-01
Group:B	1.004968629e+00	-4.968629106e-03
Group:B	7.994402740e-01	2.005597260e-01
Group:B	7.367642844e-01	2.632357156e-01
Group:M	1.748325439e-01	8.251674561e-01
Group:B	7.398690348e-01	2.601309652e-01
Group:B	1.051263470e+00	-5.126346969e-02
Group:B	9.559549898e-01	4.404501025e-02
Group:B	8.148837969e-01	1.851162031e-01
Group:B	9.014592175e-01	9.854078248e-02
Group:M	4.330599851e-01	5.669400149e-01
Group:B	9.859511476e-01	1.404885244e-02
Group:B	1.036734550e+00	-3.673455025e-02
Group:B	1.121143807e+00	-1.211438070e-01
Group:M	1.219663498e-02	9.878033650e-01
Group:B	1.116663711e+00	-1.166637107e-01
Group:B	1.172487462e+00	-1.724874616e-01
Group:M	9.021869197e-02	9.097813080e-01
Group:M	-2.413116901e-01	1.241311690e+00
Group:B	8.367963643e-01	1.632036357e-01
Group:B	8.642081398e-01	1.357918602e-01
Group:B	6.316956714e-01	3.683043286e-01
Group:B	1.016665149e+00	-1.666514863e-02
Group:B	1.086793603e+00	-8.679360305e-02
Group:B	9.750176394e-01	2.498236061e-02
Group:M	2.858142777e-02	9.714185722e-01
Group:B	9.358155930e-01	6.418440703e-02
Group:B	9.719751032e-01	2.802489680e-02
Group:B	9.177415347e-01	8.225846526e-02
Group:B	1.018025884e+00	-1.802588397e-02
Group:B	9.001741173e-01	9.982588268e-02
Group:B	7.080768705e-01	2.919231295e-01
Group:B	9.766844462e-01	2.331555384e-02
Group:M	1.733803691e-01	8.266196309e-01
Group:B	7.201591271e-01	2.798408729e-01
Group:B	7.419488818e-01	2.580511182e-01
Group:B	9.297872371e-01	7.021276291e-02
Group:B	1.229405672e+00	-2.294056725e-01
Group:B	5.613618668e-01	4.386381332e-01
Group:M	4.960969463e-01	5.039030537e-01
Group:B	7.994089104e-01	2.005910896e-01
Group:B	8.220952201e-01	1.779047799e-01
Group:M	1.127289719e-01	8.872710281e-01
Group:B	8.901767172e-01	1.098232828e-01
Group:B	9.339717845e-01	6.602821554e-02
Group:B	8.852131430e-01	1.147868570e-01
Group:B	7.846348670e-01	2.153651330e-01
Group:B	8.740546555e-01	1.259453445e-01
Group:B	7.165463995e-01	2.834536005e-01
Group:B	9.212957841e-01	7.870421592e-02
Group:B	1.156131607e+00	-1.561316066e-01
Group:B	9.609084931e-01	3.909150687e-02
Group:B	8.191856918e-01	1.808143082e-01
Group:B	1.151672732e+00	-1.516727318e-01
Group:B	1.026377672e+00	-2.637767160e-02
Group:M	2.320026317e-01	7.679973683e-01
Group:B	9.337663775e-01	6.623362247e-02
Group:M	-9.654765022e-02	1.096547650e+00
Group:M	1.458972810e-01	8.541027190e-01
Group:B	8.194315341e-01	1.805684659e-01
Group:M	3.415761479e-01	6.584238521e-01
Group:B	8.562316933e-01	1.437683067e-01
Group:B	7.778347205e-01	2.221652795e-01
Group:B	8.422298233e-01	1.577701767e-01
Group:B	9.385341030e-01	6.146589703e-02
Group:B	7.161062840e-01	2.838937160e-01
Group:M	1.550125401e-01	8.449874599e-01
Group:B	1.103429047e+00	-1.034290469e-01
Group:B	1.080469021e+00	-8.046902108e-02
Group:M	4.274791053e-01	5.725208947e-01
Group:B	7.226226526e-01	2.773773474e-01
Group:M	3.210461845e-02	9.678953815e-01
Group:B	7.140586524e-01	2.859413476e-01
Group:B	7.433662516e-01	2.566337484e-01
Group:M	-5.555387302e-02	1.055553873e+00
Group:B	9.933086529e-01	6.691347133e-03
Group:M	8.022011584e-02	9.197798842e-01
Group:B	8.025474738e-01	1.974525262e-01
Group:B	7.303706194e-01	2.696293806e-01
Group:B	8.080559331e-01	1.919440669e-01
Group:B	7.018822936e-01	2.981177064e-01
Group:B	6.816827820e-01	3.183172180e-01
Group:B	7.762919909e-01	2.237080091e-01
Group:B	8.404672827e-01	1.595327173e-01
Group:B	1.009447238e+00	-9.447238054e-03
Group:M	7.672756192e-02	9.232724381e-01
Group:M	-4.974972755e-01	1.497497276e+00
Group:B	8.274175225e-01	1.725824775e-01
Group:B	8.017485761e-01	1.982514239e-01
Group:B	7.836917553e-01	2.163082447e-01
Group:B	6.721059659e-01	3.278940341e-01
Group:B	6.632971048e-01	3.367028952e-01
Group:B	9.737158750e-01	2.628412497e-02
Group:M	3.171650287e-01	6.828349713e-01
Group:B	5.698554999e-01	4.301445001e-01
Group:B	9.677118238e-01	3.228817618e-02
Group:B	8.227806138e-01	1.772193862e-01
Group:B	7.705970630e-01	2.294029370e-01
Group:B	9.987611148e-01	1.238885234e-03
Group:B	1.078520936e+00	-7.852093616e-02
Group:B	8.120697960e-01	1.879302040e-01
Group:B	7.196003419e-01	2.803996581e-01
Group:B	9.609516917e-01	3.904830830e-02
Group:B	9.885412022e-01	1.145879778e-02
Group:M	3.368485391e-01	6.631514609e-01
Group:B	1.013922101e+00	-1.392210127e-02
Group:B	8.377989856e-01	1.622010144e-01
Group:B	7.601028477e-01	2.398971523e-01
Group:B	8.953972438e-01	1.046027562e-01
Group:B	6.376959496e-01	3.623040504e-01
Group:B	7.962544681e-01	2.037455319e-01
Group:B	8.098918945e-01	1.901081055e-01
Group:M	-2.958836596e-02	1.029588366e+00
Group:B	7.780716421e-01	2.219283579e-01
Group:M	4.631657218e-01	5.368342782e-01
Group:B	7.946798407e-01	2.053201593e-01
Group:B	7.850122602e-01	2.149877398e-01
Group:M	2.631295046e-01	7.368704954e-01
Group:B	1.080544434e+00	-8.054443437e-02
Group:B	8.856279829e-01	1.143720171e-01
Group:B	6.923057114e-01	3.076942886e-01
Group:B	6.492959421e-01	3.507040579e-01
Group:B	8.266168642e-01	1.733831358e-01
Group:M	2.932894656e-01	7.067105344e-01
Group:M	1.561719926e-02	9.843828007e-01
Group:B	9.037516589e-01	9.624834114e-02
Group:M	2.836910200e-01	7.163089800e-01
Group:B	7.609501252e-01	2.390498748e-01
Group:M	-2.172389843e-01	1.217238984e+00
Group:B	1.054852409e+00	-5.485240886e-02
Group:B	8.239034432e-01	1.760965568e-01
Group:B	9.332472181e-01	6.675278193e-02
Group:B	8.296500538e-01	1.703499462e-01
Group:B	5.849054587e-01	4.150945413e-01
Group:M	1.463149987e-01	8.536850013e-01
Group:B	9.774899912e-01	2.251000878e-02
Group:B	8.398905859e-01	1.601094141e-01
Group:M	3.198906579e-01	6.801093421e-01
Group:B	8.015356077e-01	1.984643923e-01
Group:M	6.828372736e-01	3.171627264e-01
Group:B	8.231032472e-01	1.768967528e-01
Group:M	2.181743970e-01	7.818256030e-01
Group:M	2.062879574e-01	7.937120426e-01
Group:B	8.618643133e-01	1.381356867e-01
Group:B	8.267241375e-01	1.732758625e-01
Group:B	8.139133348e-01	1.860866652e-01
Group:M	-2.437858511e-01	1.243785851e+00
Group:B	1.145418390e+00	-1.454183897e-01
Group:B	6.767412034e-01	3.232587966e-01
Group:B	1.029012333e+00	-2.901233306e-02
Group:B	1.023378099e+00	-2.337809860e-02
Group:B	5.884304136e-01	4.115695864e-01
Group:B	8.761726974e-01	1.238273026e-01
Group:B	7.404943902e-01	2.595056098e-01
Group:B	9.306389986e-01	6.936100143e-02
Group:B	8.331680027e-01	1.668319973e-01
Group:B	7.926395261e-01	2.073604739e-01
Group:B	8.891296159e-01	1.108703841e-01
Group:M	1.813758514e-01	8.186241486e-01
Group:B	9.146743481e-01	8.532565187e-02
Group:M	9.466001215e-02	9.053399879e-01
Group:M	5.187473827e-01	4.812526173e-01
Group:B	6.020822733e-01	3.979177267e-01
Group:B	1.084598857e+00	-8.459885715e-02
Group:B	1.028158301e+00	-2.815830109e-02
Group:B	1.031618457e+00	-3.161845701e-02
Group:B	5.128637442e-01	4.871362558e-01
Group:B	6.296520840e-01	3.703479160e-01
Group:B	7.845483488e-01	2.154516512e-01
Group:B	9.383668183e-01	6.163318172e-02
Group:B	7.977048071e-01	2.022951929e-01
Group:B	1.127274036e+00	-1.272740359e-01
Group:B	9.213729225e-01	7.862707753e-02
Group:B	1.043664725e+00	-4.366472492e-02
Group:B	9.108776597e-01	8.912234033e-02
Group:B	1.153647001e+00	-1.536470007e-01
Group:B	1.025655998e+00	-2.565599769e-02
Group:B	7.133553239e-01	2.866446761e-01
Group:B	1.096722396e+00	-9.672239633e-02
Group:B	7.410151740e-01	2.589848260e-01
Group:B	7.316912999e-01	2.683087001e-01
Group:B	1.123085558e+00	-1.230855579e-01
Group:B	1.056276053e+00	-5.627605259e-02
Group:B	8.450898489e-01	1.549101511e-01
Group:B	7.945010255e-01	2.054989745e-01
Group:B	6.492834589e-01	3.507165411e-01
Group:B	1.125628558e+00	-1.256285584e-01
Group:M	-9.541200847e-02	1.095412008e+00
Group:M	-1.796134947e-01	1.179613495e+00
Group:M	-1.623420019e-01	1.162342002e+00
Group:M	8.705374346e-02	9.129462565e-01
Group:M	4.479521472e-01	5.520478528e-01
Group:M	-4.416252875e-01	1.441625288e+00
Group:B	1.183217321e+00	-1.832173209e-01
