	Group:B	Group:M
Group:B	9.272627239e-01	7.246673291e-02
Group:B	9.286179814e-01	7.097807340e-02
Group:B	1.165528348e+00	-1.661720904e-01
Group:M	2.685135817e-01	7.318054988e-01
Group:M	5.091404099e-01	4.912113195e-01
Group:M	3.340940051e-01	6.660408820e-01
Group:B	7.527970678e-01	2.471524283e-01
Group:B	8.577123445e-01	1.421619555e-01
Group:B	1.125495692e+00	-1.260433879e-01
Group:B	9.206749911e-01	7.890251560e-02
Group:M	1.450620133e-01	8.552757452e-01
Group:B	1.157526719e+00	-1.577982804e-01
Group:M	-8.026155946e-02	1.080708802e+00
Group:B	9.615834495e-01	3.820300439e-02
Group:M	-3.123155008e-01	1.312851578e+00
Group:B	6.630437346e-01	3.369602787e-01
Group:B	1.063714475e+00	-6.391205638e-02
Group:B	8.577663164e-01	1.421163955e-01
Group:M	-1.339330765e-01	1.134370933e+00
Group:B	8.625157447e-01	1.374366662e-01
Group:B	1.018270090e+00	-1.823863178e-02
Group:B	8.822007805e-01	1.174046093e-01
Group:B	6.394520416e-01	3.602958265e-01
Group:B	8.492836014e-01	1.503927994e-01
Group:B	1.098739327e+00	-9.878567229e-02
Group:B	1.019907122e+00	-2.046153955e-02
Group:M	1.854220775e-01	8.154550529e-01
Group:M	-5.599093461e-01	1.560817709e+00
Group:M	1.879836615e-01	8.123306098e-01
Group:B	1.180519469e+00	-1.809771452e-01
Group:B	8.765852333e-01	1.233570419e-01
Group:B	6.810590023e-01	3.191383709e-01
Group:B	9.182405799e-01	8.133252698e-02
Group:B	1.154877555e+00	-1.551411100e-01
Group:B	1.069645428e+00	-6.995013026e-02
Group:B	1.097548041e+00	-9.821113946e-02
Group:B	8.961983909e-01	1.034853472e-01
Group:B	8.801256343e-01	1.196471171e-01
Group:B	6.040844053e-01	3.957916954e-01
Group:B	9.045083028e-01	9.501719862e-02
Group:M	1.427843201e-01	8.573339717e-01
Group:M	-1.470701855e-01	1.147692425e+00
Group:B	7.614957466e-01	2.382363879e-01
Group:M	-9.802395265e-03	1.010013362e+00
Group:M	-1.112947136e-01	1.111815384e+00
Group:M	-5.130364336e-02	1.051749170e+00
Group:B	8.788726003e-01	1.207008352e-01
Group:M	2.272524334e-01	7.729894189e-01
Group:M	-9.916607184e-03	1.010074195e+00
Group:B	8.592785552e-01	1.403340674e-01
Group:B	6.884296238e-01	3.115340436e-01
Group:B	1.005163519e+00	-4.773739467e-03
Group:B	7.992220862e-01	2.003415382e-01
Group:B	7.366419318e-01	2.631133630e-01
Group:M	1.751744856e-01	8.255093979e-01
Group:B	7.399167493e-01	2.601786797e-01
Group:B	1.051053468e+00	-5.147347149e-02
Group:B	9.558249279e-01	4.391494837e-02
Group:B	8.149108469e-01	1.851432532e-01
Group:B	9.012697000e-01	9.835126497e-02
Group:M	4.330241733e-01	5.669042031e-01
Group:B	9.857876479e-01	1.388535274e-02
Group:B	1.036442106e+00	-3.702699485e-02
Group:B	1.121163604e+00	-1.211240100e-01
Group:M	1.250448770e-02	9.881112177e-01
Group:B	1.116482069e+00	-1.168453524e-01
Group:B	1.172421436e+00	-1.725534868e-01
Group:M	9.047185290e-02	9.100344690e-01
Group:M	-2.409390053e-01	1.241684375e+00
Group:B	8.367345863e-01	1.631418577e-01
Group:B	8.640047849e-01	1.355885053e-01
Group:B	6.317007338e-01	3.683093910e-01
Group:B	1.016509725e+00	-1.682057194e-02
Group:B	1.086523213e+00	-8.706399302e-02
Group:B	9.748572633e-01	2.482198456e-02
Group:M	2.894503983e-02	9.717821843e-01
Group:B	9.355957479e-01	6.396456197e-02
Group:B	9.718007075e-01	2.785050107e-02
Group:B	9.175959642e-01	8.211289472e-02
Group:B	1.017804701e+00	-1.824706687e-02
Group:B	9.001032671e-01	9.975503247e-02
Group:B	7.079619508e-01	2.918082097e-01
Group:B	9.765663179e-01	2.319742555e-02
Group:M	1.735290942e-01	8.267683561e-01
Group:B	7.200474678e-01	2.797292136e-01
Group:B	7.417815234e-01	2.578837599e-01
Group:B	9.296719679e-01	7.009749370e-02
Group:B	1.229169057e+00	-2.296422876e-01
Group:B	5.613439856e-01	4.386202520e-01
Group:M	4.960190367e-01	5.038251442e-01
Group:B	7.993789270e-01	2.005611062e-01
Group:B	8.221027615e-01	1.779123212e-01
Group:M	1.130498402e-01	8.875918964e-01
Group:B	8.899915120e-01	1.096380775e-01
Group:B	9.338348579e-01	6.589128895e-02
Group:B	8.851094138e-01	1.146831278e-01
Group:B	7.847838597e-01	2.155141256e-01
Group:B	8.740095630e-01	1.259002520e-01
Group:B	7.165035349e-01	2.834107358e-01
Group:B	9.213270499e-01	7.873548172e-02
Group:B	1.155859655e+00	-1.564035585e-01
Group:B	9.608884235e-01	3.907143721e-02
Group:B	8.190817677e-01	1.807103840e-01
Group:B	1.151386057e+00	-1.519594068e-01
Group:B	1.026112548e+00	-2.664279530e-02
Group:M	2.323041949e-01	7.682989316e-01
Group:B	9.338004343e-01	6.626767925e-02
Group:M	-9.629459846e-02	1.096800702e+00
Group:M	1.461236501e-01	8.543290881e-01
Group:B	8.192702615e-01	1.804071934e-01
Group:M	3.416324546e-01	6.584801588e-01
Group:B	8.560987328e-01	1.436353461e-01
Group:B	7.776885156e-01	2.220190747e-01
Group:B	8.420535035e-01	1.575938570e-01
Group:B	9.382938491e-01	6.122564321e-02
Group:B	7.161257617e-01	2.839131938e-01
Group:M	1.551100355e-01	8.450849553e-01
Group:B	1.103193997e+00	-1.036640972e-01
Group:B	1.080313624e+00	-8.062441786e-02
Group:M	4.274444687e-01	5.724862581e-01
Group:B	7.226401960e-01	2.773948907e-01
Group:M	3.224593591e-02	9.680366990e-01
Group:B	7.139416378e-01	2.858243330e-01
Group:B	7.432349584e-01	2.565024551e-01
Group:M	-5.541792687e-02	1.055689819e+00
Group:B	9.932106355e-01	6.593329740e-03
Group:M	8.037117261e-02	9.199309409e-01
Group:B	8.024500143e-01	1.973550666e-01
Group:B	7.303189403e-01	2.695777015e-01
Group:B	8.078569694e-01	1.917451033e-01
Group:B	7.017917667e-01	2.980271796e-01
Group:B	6.816772675e-01	3.183117036e-01
Group:B	7.761269493e-01	2.235429674e-01
Group:B	8.402711850e-01	1.593366196e-01
Group:B	1.009232804e+00	-9.661672133e-03
Group:M	7.689330937e-02	9.234381855e-01
Group:M	-4.968652949e-01	1.498129256e+00
Group:B	8.272058229e-01	1.723707780e-01
Group:B	8.015719733e-01	1.980748211e-01
Group:B	7.834704784e-01	2.160869678e-01
Group:B	6.721583362e-01	3.279464045e-01
Group:B	6.632575863e-01	3.366633766e-01
Group:B	9.735276545e-01	2.609590442e-02
Group:M	3.174458036e-01	6.831157461e-01
Group:B	5.700553781e-01	4.303443783e-01
Group:B	9.676022596e-01	3.217861201e-02
Group:B	8.226829172e-01	1.771216897e-01
Group:B	7.704313315e-01	2.292372055e-01
Group:B	9.985482099e-01	1.025980321e-03
Group:B	1.078439144e+00	-7.860272849e-02
Group:B	8.119305753e-01	1.877909834e-01
Group:B	7.195392533e-01	2.803385694e-01
Group:B	9.606740328e-01	3.877064938e-02
Group:B	9.884513329e-01	1.136892844e-02
Group:M	3.371000305e-01	6.634029523e-01
Group:B	1.013740737e+00	-1.410346603e-02
Group:B	8.375841096e-01	1.619861383e-01
Group:B	7.600479952e-01	2.398422999e-01
Group:B	8.952559079e-01	1.044614202e-01
Group:B	6.376785575e-01	3.622866583e-01
Group:B	7.964293037e-01	2.039203675e-01
Group:B	8.096934241e-01	1.899096350e-01
Group:M	-2.938185761e-02	1.029794874e+00
Group:B	7.780592385e-01	2.219159543e-01
Group:M	4.630195931e-01	5.366881495e-01
Group:B	7.944878362e-01	2.051281548e-01
Group:B	7.847772489e-01	2.147527284e-01
Group:M	2.632772004e-01	7.370181912e-01
Group:B	1.080294275e+00	-8.079459381e-02
Group:B	8.854357353e-01	1.141797696e-01
Group:B	6.922116387e-01	3.076002159e-01
Group:B	6.493189655e-01	3.507270812e-01
Group:B	8.264415426e-01	1.732078143e-01
Group:M	2.934514954e-01	7.068725642e-01
Group:M	1.585584342e-02	9.846214449e-01
Group:B	9.036829315e-01	9.617961381e-02
Group:M	2.839621816e-01	7.165801415e-01
Group:B	7.609738501e-01	2.390735996e-01
Group:M	-2.170126971e-01	1.217465271e+00
Group:B	1.055204838e+00	-5.449997971e-02
Group:B	8.242289873e-01	1.764221010e-01
Group:B	9.332486550e-01	6.675421886e-02
Group:B	8.297521106e-01	1.704520029e-01
Group:B	5.848304287e-01	4.150195113e-01
Group:M	1.466497382e-01	8.540197408e-01
Group:B	9.773782177e-01	2.239823531e-02
Group:B	8.396969119e-01	1.599157402e-01
Group:M	3.200528780e-01	6.802715623e-01
Group:B	8.014309285e-01	1.983597132e-01
Group:M	6.827492755e-01	3.170747283e-01
Group:B	8.230461949e-01	1.768397004e-01
Group:M	2.182822473e-01	7.819334532e-01
Group:M	2.064123919e-01	7.938364772e-01
Group:B	8.619196313e-01	1.381910046e-01
Group:B	8.267269542e-01	1.732786792e-01
Group:B	8.140923594e-01	1.862656898e-01
Group:M	-2.434526380e-01	1.244119064e+00
Group:B	1.145150460e+00	-1.456863198e-01
Group:B	6.767347978e-01	3.232523910e-01
Group:B	1.028870635e+00	-2.915403120e-02
Group:B	1.023263751e+00	-2.349244588e-02
Group:B	5.884019650e-01	4.115411379e-01
Group:B	8.759592249e-01	1.236138300e-01
Group:B	7.406433196e-01	2.596545391e-01
Group:B	9.305456864e-01	6.926768928e-02
Group:B	8.331313097e-01	1.667953044e-01
Group:B	7.925701504e-01	2.072910982e-01
Group:B	8.889403194e-01	1.106810876e-01
Group:M	1.814986312e-01	8.187469285e-01
Group:B	9.146307046e-01	8.528200835e-02
Group:M	9.485898107e-02	9.055389568e-01
Group:M	5.188129280e-01	4.813181626e-01
Group:B	6.023084972e-01	3.981439506e-01
Group:B	1.084429719e+00	-8.476799551e-02
Group:B	1.028239639e+00	-2.807696361e-02
Group:B	1.031623079e+00	-3.161383548e-02
Group:B	5.129302982e-01	4.872028098e-01
Group:B	6.295472666e-01	3.702430987e-01
Group:B	7.844104061e-01	2.153137086e-01
Group:B	9.382819865e-01	6.154834997e-02
Group:B	7.975952736e-01	2.021856594e-01
Group:B	1.127067417e+00	-1.274806547e-01
Group:B	9.212806983e-01	7.853485339e-02
Group:B	1.043460817e+00	-4.386863239e-02
Group:B	9.107432766e-01	8.898795730e-02
Group:B	1.153369148e+00	-1.539248536e-01
Group:B	1.025563139e+00	-2.574885664e-02
Group:B	7.132157404e-01	2.865050927e-01
Group:B	1.096607992e+00	-9.683680079e-02
Group:B	7.409002078e-01	2.588698597e-01
Group:B	7.316808674e-01	2.682982676e-01
Group:B	1.122985017e+00	-1.231860991e-01
Group:B	1.056089344e+00	-5.646276138e-02
Group:B	8.450466885e-01	1.548669907e-01
Group:B	7.944838097e-01	2.054817587e-01
Group:B	6.493011011e-01	3.507341833e-01
Group:B	1.125333168e+00	-1.259239489e-01
Group:M	-9.503985775e-02	1.095784159e+00
Group:M	-1.791895049e-01	1.180037485e+00
Group:M	-1.620338969e-01	1.162650107e+00
Group:M	8.720277782e-02	9.130952909e-01
Group:M	4.479792618e-01	5.520749674e-01
Group:M	-4.410523886e-01	1.442198186e+00
Group:B	1.182823938e+00	-1.836107033e-01
